text,episode,video_name,segment_id,frame_start,frame_end
二u1 1111= )-田布 =/|=1口J 制作進行 痛痛啊痛痛啊快飛走吧,7,MyGO,4650,31684,31684
11111= L-田巾 =13/1口 制作進行 為了不讓悲傷奪走切,7,MyGO,4651,31688,31760
U1 1111= L-田巾 =1341 制作進行 為了不讓悲傷奪走一切,7,MyGO,4652,31764,31764
二4 1111= )-田巾 >!三1J 制作進行 為了不讓悲傷奪走切,7,MyGO,4653,31768,31768
我會繼續做自己的夥伴,7,MyGO,4654,31772,31784
L Elixiro Strings [ 我會繼續做自己的夥伴 Irt,7,MyGO,4655,31788,31788
111u1( Elixir@ Strings IAN 我會繼續做自己的夥伴 irth,7,MyGO,4656,31792,31876
0 我會繼續做自己的夥伴,7,MyGO,4657,31880,31904
在這遙遙的漫艮路途之中,7,MyGO,4658,31908,31976
二式木8 https llanime bang oream: 在這遙遙的漫艮路途之中,7,MyGO,4659,31980,31980
公式木-L^-/ https:ilanimebang-dream. 在這遙遙的漫艮路途之中,7,MyGO,4660,31984,32000
公式木-L^-/ https:llanimebang-dream. 就算稍微喘口氣休息一下,7,MyGO,4661,32004,32052
就算稍微喘口氣休息一下,7,MyGO,4662,32056,32136
相信也不會有人責怪我的,7,MyGO,4663,32140,32316
BanG Dream! Project,7,MyGO,4664,32320,32344
ABZ I9 庄告7^-7,7,MyGO,4665,32348,32356
LDL IA8 庄告7^-7,7,MyGO,4666,32360,32360
1__0( I8 庄告7^-7,7,MyGO,4667,32364,32364
I8 庄告入^入,7,MyGO,4668,32368,32368
IAo 庄告7^-7,7,MyGO,4669,32372,32372
IA$T? 16人^-入,7,MyGO,4670,32376,32376
_1_`1!,7,MyGO,4671,32380,32380
1110_,7,MyGO,4672,32384,32384
不好意思,7,MyGO,4673,32520,32552
辛苦了,7,MyGO,4674,33016,33072
川祥),7,MyGO,4675,33212,33228
忡祥,7,MyGO,4676,33232,33240
% 8,7,MyGO,4677,33312,33312
% %,7,MyGO,4678,33316,33316
小祥?,7,MyGO,4679,33336,33364
"拜託妳,初華",7,MyGO,4680,33416,33480
讓我 把一切都忘掉吧,7,MyGO,4681,33552,33640
)(,7,MyGO,4682,33832,33832
`)-,7,MyGO,4683,33836,33836
>7!7 併8 為什肉,7,MyGO,4684,33840,33856
匕7|7 併8 為什廖,7,MyGO,4685,33860,33868
匕) 併8 為什廖),7,MyGO,4686,33872,33872
匕7 椿8 為什廖,7,MyGO,4687,33876,33900
;()!7 併8 為什麼),7,MyGO,4688,33904,33904
心)^ 併8為什麼),7,MyGO,4689,33908,33908
_491 併8 為什麼),7,MyGO,4690,33912,33916
_ 併8為什麼),7,MyGO,4691,33920,33920
#91 併8為什麼),7,MyGO,4692,33924,33924
_( 併8為什麼),7,MyGO,4693,33928,33956
#( 併8 為什麼),7,MyGO,4694,33960,33960
67L< 併8 為什麼),7,MyGO,4695,33964,33968
_( 併8 為什麼),7,MyGO,4696,33972,33972
6)L^ 併8 為什麼),7,MyGO,4697,33976,33976
_( 併8 為什麼),7,MyGO,4698,33980,33980
心)7 併8為什麼),7,MyGO,4699,33984,33984
匕^7 估8為什廖,7,MyGO,4700,33988,33988
匕)+ 估8為什廖,7,MyGO,4701,33992,34044
為什麼要演奏春日影!,8,MyGO,4702,64,112
不是都說不會演奏了嗎!,8,MyGO,4703,136,172
我沒說過那種話,8,MyGO,4704,196,228
小祥剛才哭了,8,MyGO,4705,292,340
她在嗎,8,MyGO,4706,360,380
妳知道這對她造成多大的傷害嗎,8,MyGO,4707,420,460
那又怎麼樣?,8,MyGO,4708,464,484
那傢伙哭了又怎麼樣? 和我們無關吧?,8,MyGO,4709,508,568
太過分了,8,MyGO,4710,628,652
爽世同學,8,MyGO,4711,684,704
就算這場大雨就此停止,8,MyGO,4712,800,864
我也將永不忘懷向前行,8,MyGO,4713,868,916
那抬頭仰望最初一滴雨珠的今天的我,8,MyGO,4714,920,1048
根本址責 盅子匠孝 =& 3H部' 那抬頭仰望蕞赫-滿蹋琛的今天的我,8,MyGO,4715,1052,1052
根本雄貴 金子庄孝 矢田部乒唐 那抬頭仰蠻赫-滿琛的今天的我,8,MyGO,4716,1056,1056
根本雄貴 金子庄孝 宇佐義大 矢田部行庸 松浦裕曉,8,MyGO,4717,1060,1128
勇人 北澤史隆 My60!!!!!7口宁1一廿 高比良祐香 小 桐 金成雄文 日下亞美 宮原 惠 長| 修 高根壽美子,8,MyGO,4718,1132,1212
透明的傘創造出的一人份的世界,8,MyGO,4719,1216,1328
(蔽雨水隱藏身影),8,MyGO,4720,1332,1364
悄悄逃入其中,8,MyGO,4721,1368,1428
) 悄悄逃入其中 C,8,MyGO,4722,1432,1432
#1309-原案 0 6 植田 悄悄逃入其中 丰巾5勺勺-宁廿+> Craf,8,MyGO,4723,1436,1436
#17勺9原案 106 植田 從塑膠布另 頭的天空.;勺夕一宁#^> Craf,8,MyGO,4724,1440,1440
$巾勺勺勺-原案 0 6' 植田 從塑膠布另一頭的天空.弓勺勺一宁#^> Craf,8,MyGO,4725,1444,1496
丰巾勺勺勺原案 0( 植田 響起了雨珠落下的音色.勺夕一宁#^> Craf,8,MyGO,4726,1500,1548
響起了雨珠落下的音色,8,MyGO,4727,1552,1552
(隨著信號響起),8,MyGO,4728,1564,1604
溶入滲透了的內心之中,8,MyGO,4729,1608,1664
與唾咽吸泣的這片天空同行吧,8,MyGO,4730,1668,1780
倆水染遍了柏油路強風隨之滿溢而出),8,MyGO,4731,1784,1808
{ 0#估太 倆水染遍了柏油路強風隨之滿溢而出) 日,8,MyGO,4732,1812,1812
音響監督 捍影督 編集 市本庄大 倆水染遍了柏油路強風隨之滿溢而出) 日高初,8,MyGO,4733,1816,1884
倆水染遍了柏油路強風隨之滿溢而出),8,MyGO,4734,1888,1892
不光只是在等待已逝去的時光,8,MyGO,4735,1896,2000
我是希望能夠找到它啊,8,MyGO,4736,2004,2108
那無色卻存在著的事物,8,MyGO,4737,2112,2180
當這場大雨漸漸止息時,8,MyGO,4738,2184,2272
彷彿一切都沒發生過似地,8,MyGO,4739,2276,2328
逐漸消失的傘如花一般,8,MyGO,4740,2332,2416
逐漸消失的傘如花般 Cooos``,8,MyGO,4741,2420,2420
逐漸消失的傘如花一般 :,8,MyGO,4742,2424,2432
正因無法好好折起內心,8,MyGO,4743,2436,2500
所以我渴望能夠收集 那稍縱即逝的瞬間,8,MyGO,4744,2504,2648
那落下的一滴雨珠,8,MyGO,4745,2652,2704
ne 虫0,8,MyGO,4746,2708,2708
OBanG Dream! Project HDi10,8,MyGO,4747,2712,2796
|,8,MyGO,4748,2848,2848
{,8,MyGO,4749,2852,2852
{一,8,MyGO,4750,2856,2856
{,8,MyGO,4751,2860,2860
一,8,MyGO,4752,2864,2872
{一,8,MyGO,4753,2876,2876
一一,8,MyGO,4754,2880,2880
一,8,MyGO,4755,2884,2884
斗一,8,MyGO,4756,2888,2888
_一,8,MyGO,4757,2892,2896
一,8,MyGO,4758,2900,2908
_一,8,MyGO,4759,2912,2912
斗一,8,MyGO,4760,2916,2916
_一,8,MyGO,4761,2920,2920
斗一,8,MyGO,4762,2924,2924
一,8,MyGO,4763,2928,2932
斗一,8,MyGO,4764,2936,2936
_,8,MyGO,4765,2940,2944
一,8,MyGO,4766,2948,2948
爽=,8,MyGO,4767,2952,2960
弧,8,MyGO,4768,2964,2964
羽盂_(,8,MyGO,4769,2968,2968
羽丘_{,8,MyGO,4770,2972,2972
羽丘妨,8,MyGO,4771,2976,2976
奶,8,MyGO,4772,2980,2980
羽;,8,MyGO,4773,2984,2984
羽丘,8,MyGO,4774,2988,2988
洌丘,8,MyGO,4775,2992,2992
羽,8,MyGO,4776,2996,2996
丘= 昨天的演唱會好精采喔,8,MyGO,4777,3000,3056
併8 為什麼) 小燈真的是樂團主唱啊,8,MyGO,4778,3060,3116
;`)七7 簡直像變了個人似的呢,8,MyGO,4779,3120,3156
妳唱歌時真的好帥氣,8,MyGO,4780,3160,3200
小燈和小愛都表現得好棒喔,8,MyGO,4781,3204,3264
我在舞台上有看到大家喔,8,MyGO,4782,3296,3344
真的嗎,8,MyGO,4783,3348,3388
我們也好想趕快辦演唱會喔,8,MyGO,4784,3400,3444
對啊,8,MyGO,4785,3448,3468
沒錯沒錯,8,MyGO,4786,3472,3496
爽世同學是個溫柔的人,8,MyGO,4787,3568,3604
她一定會原諒妳的,8,MyGO,4788,3608,3640
祥子為什麼會來看演唱會呢,8,MyGO,4789,3700,3764
妳知道她人在羽丘嗎,8,MyGO,4790,3976,4052
她是隔壁班的,8,MyGO,4791,4100,4136
要不要過去看看?,8,MyGO,4792,4228,4268
因為我也有點在意,8,MyGO,4793,4284,4324
祥子?,8,MyGO,4794,4576,4604
那是誰啊?,8,MyGO,4795,4608,4632
妳認識嗎?,8,MyGO,4796,4636,4652
會不會是別班的?,8,MyGO,4797,4656,4692
"就是祥子啊,她叫祥子",8,MyGO,4798,4768,4808
她偶爾會在音樂教室彈鋼琴,8,MyGO,4799,4812,4864
而且她琴彈得很棒,8,MyGO,4800,4884,4916
妳知道嗎,8,MyGO,4801,4920,4944
不曉得,8,MyGO,4802,4948,4964
妳們不曉得?,8,MyGO,4803,4980,5000
會不會是爵士研究社的社員?,8,MyGO,4804,5004,5040
那感覺應該不算爵士吧,8,MyGO,4805,5044,5104
祥子,8,MyGO,4806,5172,5192
難道妳指的是豐川同學?,8,MyGO,4807,5260,5296
原來她的名字叫祥子啊,8,MyGO,4808,5300,5360
化吠)久寸子困,8,MyGO,4809,5428,5484
5,8,MyGO,4810,5560,5564
第一次演唱會以失敗收場,8,MyGO,4811,5568,5600
夾著尾巴逃回來了嗎,8,MyGO,4812,5604,5652
非常成功好嗎,8,MyGO,4813,5684,5716
這樣啊,8,MyGO,4814,5732,5756
1110|1{113,8,MyGO,4815,5768,5768
那這就當成是慶祝吧,8,MyGO,4816,5772,5780
那這就當成是慶祝吧 11*15|1;;]1111{:5. SA|Z|,8,MyGO,4817,5784,5784
那這就當成是慶祝吧 diml3liiimi]Ti SA||7|,8,MyGO,4818,5788,5796
那這就當成是慶祝吧 dm|3|71m]1]]1111 SA||7|,8,MyGO,4819,5800,5800
那這就當成是慶祝吧 diml3liimiTi SA||7|,8,MyGO,4820,5804,5884
爽世同學真的都連絡不到人耶,8,MyGO,4821,5920,5992
連續三天這樣實在很擔心,8,MyGO,4822,6028,6084
她平常明明都是秒回的,8,MyGO,4823,6088,6132
總之得先和爽世同學談談,8,MyGO,4824,6228,6292
Rikki應該連絡得到她吧,8,MyGO,4825,6296,6348
就別管她了吧,8,MyGO,4826,6508,6528
那下次的演唱會要怎麼辦?,8,MyGO,4827,6544,6592
演唱會以後會繼續辦,8,MyGO,4828,6596,6624
那爽世同學呢?,8,MyGO,4829,6628,6656
妳有在聽嗎,8,MyGO,4830,6696,6720
樂奈呢?,8,MyGO,4831,6724,6744
她到底有沒有在看手機啊,8,MyGO,4832,6748,6800
找樂奈的話她昨天有來喔,8,MyGO,4833,6840,6888
樂奈她都是什麼時候過來的啊?,8,MyGO,4834,6908,6984
想彈吉他的時候吧,8,MyGO,4835,6988,7040
她在之前的Live House也是神出鬼沒的,8,MyGO,4836,7044,7108
之前的?,8,MyGO,4837,7112,7136
不好意思,8,MyGO,4838,7152,7188
來了,8,MyGO,4839,7200,7220
80,8,MyGO,4840,7308,7308
"ri o 等一下,妳還沒回答我",8,MyGO,4841,7324,7324
":; 6 等一下,妳還沒回答我",8,MyGO,4842,7328,7340
"等一下,妳還沒回答我 =丫0",8,MyGO,4843,7344,7344
"r;`6 等一下,妳還沒回答我",8,MyGO,4844,7348,7348
"等下,妳還沒回答我 ~丫6",8,MyGO,4845,7352,7364
是那傢伙自己發脾氣的,8,MyGO,4846,7368,7412
Rikki,8,MyGO,4847,7416,7448
大家怎麼都這麼任性啊,8,MyGO,4848,7520,7576
我想要道歉,8,MyGO,4849,7652,7684
向爽世道歉,8,MyGO,4850,7712,7744
雖然我不曉得應不應該道歉,8,MyGO,4851,7748,7832
"但是,我確實傷害了她",8,MyGO,4852,7852,7932
大家又變得四分五裂了,8,MyGO,4853,7988,8072
"再這樣下去,樂團會 000",8,MyGO,4854,8116,8184
小燈?,8,MyGO,4855,8304,8328
等等,8,MyGO,4856,8584,8604
那個聲部真的好難吹喔,8,MyGO,4857,8608,8648
就是說啊,8,MyGO,4858,8652,8684
請問...,8,MyGO,4859,8704,8720
長崎爽世在嗎,8,MyGO,4860,8744,8784
"不好意思,我們馬上就回去了",8,MyGO,4861,8788,8836
"妳們找爽世的話,她請假喔",8,MyGO,4862,8840,8880
她的感冒一直都沒有好,8,MyGO,4863,8896,8948
爽世同學真的是感冒嗎,8,MyGO,4864,9216,9272
車站是走這邊喔,8,MyGO,4865,9444,9476
妳要去哪裡?,8,MyGO,4866,9480,9504
我家,8,MyGO,4867,9672,9692
小燈家離月之森這麼近啊,8,MyGO,4868,9736,9804
3;,8,MyGO,4869,9860,9864
3,8,MyGO,4870,9872,9884
"3,",8,MyGO,4871,9888,9888
3;,8,MyGO,4872,9892,9892
刁,8,MyGO,4873,9896,9896
3;,8,MyGO,4874,9900,9900
"3,",8,MyGO,4875,9904,9908
刁),8,MyGO,4876,9912,9912
3,8,MyGO,4877,9916,9924
3;,8,MyGO,4878,9936,9936
2;,8,MyGO,4879,9944,9944
2,8,MyGO,4880,9980,9980
/o(,8,MyGO,4881,9984,9984
3e,8,MyGO,4882,9988,9988
/0,8,MyGO,4883,9992,9992
@02 Gu,8,MyGO,4884,10040,10040
Gu,8,MyGO,4885,10044,10048
C0,8,MyGO,4886,10312,10312
0 %0,8,MyGO,4887,10316,10316
Ct0,8,MyGO,4888,10320,10320
(0 6,8,MyGO,4889,10324,10328
(0 00 0C0,8,MyGO,4890,10332,10332
(0 0,8,MyGO,4891,10336,10336
030 0,8,MyGO,4892,10340,10340
/580(,8,MyGO,4893,10344,10344
0(00@,8,MyGO,4894,10348,10348
飲料,8,MyGO,4895,10416,10444
"是牛奶,好懷念喔",8,MyGO,4896,10508,10576
謝謝,8,MyGO,4897,10580,10612
這些該不會都是歌詞吧,8,MyGO,4898,10808,10848
蟲子!?,8,MyGO,4899,10864,10892
這是獨角仙,8,MyGO,4900,10964,10992
不管是什麼蟲都一樣是蟲子啦,8,MyGO,4901,10996,11056
小祥她%,8,MyGO,4902,11060,11092
帶領著我走向了臞眼的場所,8,MyGO,4903,11148,11228
還將大家帶到了我身邊,8,MyGO,4904,11260,11312
組成CRYCHIC後,8,MyGO,4905,11348,11396
我感覺充滿了溫暖,8,MyGO,4906,11432,11520
這一切,8,MyGO,4907,11556,11580
全是因為有小祥在,8,MyGO,4908,11616,11656
可是 00,8,MyGO,4909,11688,11688
可是%%,8,MyGO,4910,11692,11712
我卻唱了春日影,8,MyGO,4911,11768,11844
傷害了她,8,MyGO,4912,11872,11904
= ~ 心祥) C = = =,8,MyGO,4913,11988,11988
` %律) ( = = %,8,MyGO,4914,11992,11992
x 丸治徙 ;,8,MyGO,4915,11996,11996
_ 丸[崙褪 三 豆 ;,8,MyGO,4916,12000,12000
交 仰神 5` = - 蘭 = ;,8,MyGO,4917,12004,12004
二 ( 仰祥 = 4 = = 薜,8,MyGO,4918,12008,12008
`` 乙 ( 付祥) = 甚,8,MyGO,4919,12012,12012
C 划祥 = = = 罄,8,MyGO,4920,12016,12016
口 ; = @,8,MyGO,4921,12020,12020
蠱 * 畏,8,MyGO,4922,12024,12024
$ = = g,8,MyGO,4923,12028,12028
3 = : =,8,MyGO,4924,12032,12032
= ; 3,8,MyGO,4925,12036,12036
棄 ; 3 熟,8,MyGO,4926,12040,12040
孕 ; s 3 饕,8,MyGO,4927,12044,12044
9 ; > * 娑,8,MyGO,4928,12048,12048
; 砦 炭,8,MyGO,4929,12052,12052
` ; * 鬯 採,8,MyGO,4930,12056,12056
二 砵 = = 3 畏 _ 裂,8,MyGO,4931,12060,12060
2 = ; ` 罌 g 出,8,MyGO,4932,12064,12064
; ` 3 蠱 出,8,MyGO,4933,12068,12068
3 : 5( 顯 出,8,MyGO,4934,12072,12072
& 8 % ; 黑,8,MyGO,4935,12076,12076
9 奉 > s = 言 黑,8,MyGO,4936,12080,12080
2 3 # 黑 莖,8,MyGO,4937,12084,12084
3 = = _ 黑,8,MyGO,4938,12088,12088
6 8 # n 黑,8,MyGO,4939,12092,12092
*. 8 3,8,MyGO,4940,12096,12096
?. = $ 蠱 #,8,MyGO,4941,12100,12100
8 #,8,MyGO,4942,12104,12104
$ a,8,MyGO,4943,12108,12108
心 `9 些 g & 紆,8,MyGO,4944,12112,12112
丫` 0 %. < * 黑 莖,8,MyGO,4945,12116,12116
卞 C @. 黑 並,8,MyGO,4946,12120,12120
土 ~ 5 ~ = 黑,8,MyGO,4947,12124,12124
6 $ 黑 = 黑 筮,8,MyGO,4948,12128,12128
4 = 噩 * 筮,8,MyGO,4949,12132,12132
) = 噩 * 5,8,MyGO,4950,12136,12136
"0 ("" C 3 翌 *",8,MyGO,4951,12140,12140
"之 "" 蠱 *",8,MyGO,4952,12144,12144
之 # 甕,8,MyGO,4953,12148,12148
C` >` 3 蠱,8,MyGO,4954,12152,12152
~> 之 蠱 8,8,MyGO,4955,12156,12156
一5 吃 之 蠱,8,MyGO,4956,12160,12160
C< % 之 ' ; 蠱,8,MyGO,4957,12164,12164
< (< 3 ; .,8,MyGO,4958,12168,12168
(< &` 萍 3 之 ; #,8,MyGO,4959,12172,12172
_ 八~ 文 苯 ; 8 #,8,MyGO,4960,12176,12176
芥 ; % 墅,8,MyGO,4961,12180,12180
( 之 宁 8 羊,8,MyGO,4962,12184,12184
> 宁 C 3 ; $,8,MyGO,4963,12188,12188
2 3 `5 宁 T & C,8,MyGO,4964,12192,12192
] X 宁 CX,8,MyGO,4965,12196,12196
9< ~ 宁,8,MyGO,4966,12200,12200
`o< d = ;,8,MyGO,4967,12204,12204
d< 宁 丫 3,8,MyGO,4968,12208,12208
0x` C 3 亶,8,MyGO,4969,12212,12212
C 宁 六 8,8,MyGO,4970,12216,12216
卜 e,8,MyGO,4971,12220,12220
丫 =,8,MyGO,4972,12224,12224
么 六 =,8,MyGO,4973,12228,12228
+ % 丫,8,MyGO,4974,12232,12232
丫` 7 9 六,8,MyGO,4975,12236,12236
刁 (` 3`,8,MyGO,4976,12240,12240
' 六 ?,8,MyGO,4977,12244,12244
夕 d 丫 3,8,MyGO,4978,12248,12248
了 丫 祗 3 5,8,MyGO,4979,12252,12252
久 飛 3 5,8,MyGO,4980,12256,12256
丫 & 5,8,MyGO,4981,12260,12260
占 & 5,8,MyGO,4982,12264,12272
祗 5,8,MyGO,4983,12276,12276
4 3 5,8,MyGO,4984,12280,12280
9> 3 5,8,MyGO,4985,12284,12284
初華還是 樣喜歡星星呢,8,MyGO,4986,13060,13148
小祥,8,MyGO,4987,13152,13180
"對不起,明明是我找妳來的",8,MyGO,4988,13244,13292
但是我馬上就得回去了,8,MyGO,4989,13296,13344
"不會,能見上妳一面我就很開心了",8,MyGO,4990,13348,13412
我們已經有一牟年不見了吧,8,MyGO,4991,13464,13524
謝謝妳打電話給我,8,MyGO,4992,13528,13556
突然打來讓我嚇了一跳,8,MyGO,4993,13560,13592
不過我很高興,8,MyGO,4994,13596,13620
我沒做什麼應該讓妳道謝的事,8,MyGO,4995,13624,13680
每次看到小祥傳的訊息,8,MyGO,4996,13684,13724
都能讓我獲得勇氣,8,MyGO,4997,13728,13772
像剛決定出道時妳傳給我的訊息,8,MyGO,4998,13788,13820
003300-.5 像剛決定出道時妳傳給我的訊息,8,MyGO,4999,13824,13824
像剛決定出道時妳傳給我的訊息 0=26<15113 8,8,MyGO,5000,13828,13828
像剛決定出道時妳傳給我的訊息 ==:5+/1`{3127<13*5 8,8,MyGO,5001,13832,13832
像剛決定出道時妳傳給我的訊息 0142 335#/1`{3#27<h 8,8,MyGO,5002,13836,13836
_/0124 像剛決定出道時妳傳給我的訊息 (9b匕5 335f/力`,8,MyGO,5003,13840,13840
像剛決定出道時妳傳給我的訊息 心 Co5U圭廿Ab卡 $0b'匕3.,8,MyGO,5004,13844,13844
"吻終於能成為嚮往已久的職業歌手了呢""",8,MyGO,5005,13848,13900
"嚇論什麼時候""",8,MyGO,5006,13904,13932
妳還記得嗎,8,MyGO,5007,13936,13968
我都說一直都有在看了啊,8,MyGO,5008,13972,14040
工作方面還順利嗎,8,MyGO,5009,14088,14136
普普通通吧,8,MyGO,5010,14164,14196
小祥妳呢,8,MyGO,5011,14200,14224
妳之前有組樂團吧?,8,MyGO,5012,14228,14260
去年的演唱會真的好精采喔,8,MyGO,5013,14292,14356
那個樂團是叫什麼名字啊?,8,MyGO,5014,14360,14404
CRY...,8,MyGO,5015,14408,14428
可以請妳別提起那件事嗎,8,MyGO,5016,14448,14484
抱歉,8,MyGO,5017,14616,14636
不會,8,MyGO,5018,14664,14692
妳為什麼會選這裡的頂樓呢?,8,MyGO,5019,14724,14780
因為離天空很近,8,MyGO,5020,14828,14864
每次和妳起仰望天空,8,MyGO,5021,14928,14976
都是在夏天的時候呢,8,MyGO,5022,14980,15020
那個時候好開心喔,8,MyGO,5023,15024,15064
"夏天的時候,小祥來到我家的島上",8,MyGO,5024,15068,15144
真沒想到我們竟然能成為朋友,8,MyGO,5025,15700,15780
妳當時還邀我 起去抓蟲呢,8,MyGO,5026,15824,15876
那是小祥提議的吧?,8,MyGO,5027,15892,15920
是這樣嗎,8,MyGO,5028,15924,15956
是啊,8,MyGO,5029,15960,15980
然後我們碰到了大蜘蛛,8,MyGO,5030,15984,16028
小祥嚇得哇哇大叫,8,MyGO,5031,16032,16068
初華還不是一樣,8,MyGO,5032,16088,16132
真讓人懷念,8,MyGO,5033,16232,16272
時間到了,8,MyGO,5034,16644,16672
0,8,MyGO,5035,16696,16696
我今天有些事希望能和初華談談,8,MyGO,5036,16776,16868
"俠世同學,妳不來RiNG嗎?)",8,MyGO,5037,16984,17052
; 3,8,MyGO,5038,17152,17208
一,8,MyGO,5039,17288,17288
G息被封鎖確認方沾) J口``^ 士二/ 確突 知',8,MyGO,5040,17384,17476
貴安,8,MyGO,5041,17760,17784
爽世,8,MyGO,5042,17800,17816
妳的感冒還好嗎,8,MyGO,5043,17820,17848
對不起讓大家擔心了,8,MyGO,5044,17852,17888
請假期間我有幫妳把筆記抄起來了,8,MyGO,5045,17892,17940
謝謝妳,8,MyGO,5046,17944,17964
"不客氣,妳總是讓我們看筆記啊",8,MyGO,5047,17968,18020
爽世抄的筆記真的...,8,MyGO,5048,18024,18060
今天的練習很快就結束了呢,8,MyGO,5049,18180,18220
因為大家的狀況都不錯啊,8,MyGO,5050,18224,18260
感覺很專心呢,8,MyGO,5051,18264,18304
也許是分部練習的成果吧,8,MyGO,5052,18308,18348
這都是託爽世的福,8,MyGO,5053,18352,18384
沒有這回事啦,8,MyGO,5054,18388,18432
應該是大家在家都有努力練習吧,8,MyGO,5055,18436,18504
是這樣嗎,8,MyGO,5056,18528,18560
也誇獎我一下,8,MyGO,5057,18564,18596
妳早上練習得很認真喔,8,MyGO,5058,18600,18656
上次真的讓我嚇了一跳,8,MyGO,5059,18832,18884
妳突然和小祥 起來看演唱會,8,MyGO,5060,18888,18940
是小睦帶她來看的嗎,8,MyGO,5061,18944,18996
小祥當時也願意過去看,8,MyGO,5062,19056,19128
是不是表示她有在積極考慮我們的事呢,8,MyGO,5063,19132,19216
不是這樣的,8,MyGO,5064,19232,19264
"小睦,妳講話真的都不懂得修飾呢",8,MyGO,5065,19316,19400
妳總是做些我不希望妳做的事,8,MyGO,5066,19404,19444
拜託妳的事妳明明都不肯做的,8,MyGO,5067,19460,19512
我希望小睦也能將力量借給我,8,MyGO,5068,19664,19732
妳知道小祥家在哪裡吧?,8,MyGO,5069,19760,19824
拜託妳,8,MyGO,5070,19860,19880
一切都是小睦造成的,8,MyGO,5071,19956,19988
那個時候和這次都是,8,MyGO,5072,20004,20056
幫我寫,8,MyGO,5073,20264,20284
幫妳寫?寫什麼...,8,MyGO,5074,20288,20340
怎麼積了這麼多訊息啊?,8,MyGO,5075,20360,20420
妳有好好看訊息嗎,8,MyGO,5076,20424,20464
_,8,MyGO,5077,20480,20480
"云0他50件0x""七-5 仆媽媽)晚餐準備好囉) 川凜凜子)沙綾送我們抹茶螺旋麵包喔)",8,MyGO,5078,20484,20500
"二 乏0他50件0 傻音:爽世同學,妳不來RiNG嗎? 看了",8,MyGO,5079,20504,20524
只在通知畫面看過訊息,8,MyGO,5080,20528,20560
也不會變成已讀啊,8,MyGO,5081,20564,20600
已讀?,8,MyGO,5082,20604,20628
不過話說回來,8,MyGO,5083,20632,20664
樂奈竟然會留在固定的樂團啊,8,MyGO,5084,20668,20728
那裡有個有趣的女人,8,MyGO,5085,20732,20772
"不可以叫人家""女人""",8,MyGO,5086,20792,20836
"要說""女孩子""才對喔",8,MyGO,5087,20840,20884
女孩子?,8,MyGO,5088,20904,20936
"伶天呢? (爽世同學,妳不來RiNG嗎?)",8,MyGO,5089,21108,21124
(樂奈)要練樂團嗎?),8,MyGO,5090,21128,21144
樂奈?,8,MyGO,5091,21164,21184
妳有看到嗎,8,MyGO,5092,21188,21208
她說想練樂團,8,MyGO,5093,21224,21260
我們去RiNG吧,8,MyGO,5094,21288,21308
再不快點過去,8,MyGO,5095,21324,21348
樂奈就要走掉了,8,MyGO,5096,21352,21396
Co0130[,8,MyGO,5097,21568,21612
在那裡,8,MyGO,5098,21692,21712
謝謝妳連絡我們,8,MyGO,5099,21736,21768
抱歉讓妳久等了,8,MyGO,5100,21772,21808
爽世同學呢?,8,MyGO,5101,21812,21836
要等她一下嗎,8,MyGO,5102,21908,21936
RiNe 11 等不等無所謂吧,8,MyGO,5103,21940,21964
演唱會後就沒在練了,8,MyGO,5104,21968,21996
我們擅自開始練,8,MyGO,5105,22000,22020
爽世同學也會不高興吧,8,MyGO,5106,22024,22056
還是等大家到齊再說比較好,8,MyGO,5107,22060,22096
她想練就會過來了吧,8,MyGO,5108,22100,22132
話又不是這麼說的,8,MyGO,5109,22136,22180
還是等爽世到再練比較好,8,MyGO,5110,22312,22372
"看吧,小燈的看法也和我一樣",8,MyGO,5111,22444,22500
但是%練習也很重要,8,MyGO,5112,22552,22636
所以妳選哪邊?,8,MyGO,5113,22696,22720
燈?,8,MyGO,5114,22760,22780
無趣的女孩子,8,MyGO,5115,22952,23000
等-下,8,MyGO,5116,23052,23080
妳要去哪裡?,8,MyGO,5117,23084,23108
等-下啦,8,MyGO,5118,23172,23172
等一下啦,8,MyGO,5119,23176,23176
等-下啦,8,MyGO,5120,23180,23204
明明是她找我們來的耶,8,MyGO,5121,23368,23416
(睦)我現在要和爽世一起去祥子家),8,MyGO,5122,23656,23728
三/輪橋方面,8,MyGO,5123,23880,23972
小祥,8,MyGO,5124,24776,24800
謝謝妳今天願意來見我,8,MyGO,5125,24824,24904
請妳不要生小睦的氣喔,8,MyGO,5126,24968,25028
是我硬是拜託她說想去小祥家的,8,MyGO,5127,25032,25128
對不起,8,MyGO,5128,25284,25316
我不論如何都想當面向妳道歉,8,MyGO,5129,25320,25384
我們本來真的沒有要演奏春日影的,8,MyGO,5130,25628,25712
當天原定只有演奏一首歌,8,MyGO,5131,25716,25772
我自己也不想演奏,8,MyGO,5132,25776,25824
可是演奏都已經開始了,8,MyGO,5133,25844,25920
我實在沒有辦法,8,MyGO,5134,25924,25964
對不起,8,MyGO,5135,26028,26064
我們一定傷害到妳了吧,8,MyGO,5136,26068,26128
妳會無法原諒我們也是當然的,8,MyGO,5137,26152,26232
因為我們擅自演奏了,8,MyGO,5138,26248,26292
屬於我們的重要歌曲,8,MyGO,5139,26296,26352
真的很對不起,8,MyGO,5140,26388,26456
真是會虛情假意呢,8,MyGO,5141,26460,26496
